,Address,Bathrooms,Bedrooms,Home Size,Lat,Lon,Property Size,Year Built,Zestimate,Zipcode,count_zillow,latitude,longitude,review_count,stars,count_yelp,avg_review,avg_stars,lat,lon,count_school,enrollment,private_school,public_school,charter_school,total_school
0,311 E VOLTAIRE AVE,2.0,4.0,2258.0,33.61,-112.07,10950.0,1970.0,397249.0,85022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1637 E PALM LN,1.0,0.0,884.0,33.47,-112.05,6334.0,1948.0,226588.0,85006,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,10626 W ROMA AVE,2.0,0.0,1578.0,33.5,-112.29,7288.0,1984.0,202070.0,85037,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7145 N 14TH ST,2.33,0.0,1956.0,33.54,-112.05,8860.0,1966.0,405274.0,85020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,52 E BEAUTIFUL LN,1.0,0.0,864.0,33.38,-112.07,6991.0,1956.0,149870.0,85042,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,3701 E PARADISE DR,2.0,5.0,2150.0,33.6,-112.0,7026.0,1962.0,385799.0,85028,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1130 E BUTLER DR,2.0,2.0,956.0,33.56,-112.06,75286.0,1972.0,230675.0,85020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5813 S 42ND PL,2.0,2.0,1097.0,33.39,-111.99,3036.0,1986.0,168819.0,85040,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3123 N 52ND ST,4.0,4.0,3901.0,33.48,-111.97,39942.0,1950.0,1208707.0,85018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,3435 E CHOLLA ST,2.0,4.0,2430.0,33.59,-112.01,21725.0,1972.0,432621.0,85028,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.59,-112.01,2.0,949.0,0.0,1.0,1.0,2.0
10,1720 E MONTE VISTA RD,2.0,2.0,800.0,33.47,-112.05,625.0,1986.0,219106.0,85006,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,4312 N 27TH AVE,1.0,0.0,1398.0,33.5,-112.12,8377.0,1954.0,162928.0,85017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,-112.12,2.0,1305.0,0.0,2.0,0.0,2.0
12,7625 W WHITTON AVE,1.0,0.0,1072.0,33.49,-112.22,6582.0,1961.0,142631.0,85033,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,6145 N 18TH DR,2.0,4.0,1749.0,33.53,-112.1,7849.0,1951.0,304947.0,85015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.53,-112.1,1.0,899.0,0.0,1.0,0.0,1.0
14,6616 W SADDLEHORN RD,2.0,4.0,1854.0,33.72,-112.2,5514.0,2000.0,286153.0,85083,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,3908 W JOAN DE ARC AVE,2.0,0.0,2063.0,33.61,-112.14,9254.0,1981.0,247972.0,85029,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.61,-112.14,1.0,500.0,0.0,1.0,0.0,1.0
16,4623 S 23RD LN,3.67,0.0,2348.0,33.4,-112.11,5974.0,2007.0,235841.0,85041,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,40413 N COPPER BASIN TR,4.0,0.0,3363.0,33.85,-112.11,11875.0,2002.0,470792.0,85086,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,4538 N 40TH ST,0.0,0.0,1664.0,33.5,-112.0,10275.0,1970.0,0.0,85018,1,33.504,-111.996,36.0,14.0,3.0,12.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,4436 E ARAPAHOE ST,2.0,0.0,1482.0,33.33,-111.99,7684.0,1975.0,273562.0,85044,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,3136 W KIMBERLY WY,2.33,0.0,1837.0,33.66,-112.13,8997.0,1980.0,264880.0,85027,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1920 E MARYLAND AVE,3.0,2.0,1455.0,33.53,-112.04,1251.0,1984.0,324322.0,85016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.53,-112.04,2.0,51.0,2.0,0.0,0.0,2.0
22,12619 N ROSEWOOD AVE,3.0,5.0,3026.0,33.6,-112.14,13089.0,1970.0,339459.0,85029,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,-112.14,2.0,1601.0,1.0,1.0,0.0,2.0
23,3713 E YALE ST,2.0,0.0,1536.0,33.48,-112.0,6003.0,1954.0,301749.0,85008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,18438 N 45TH PL,3.0,0.0,1748.0,33.66,-111.98,3941.0,1990.0,303372.0,85032,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,4712 E PALM LN,2.0,0.0,1239.0,33.47,-111.98,6612.0,1952.0,258126.0,85008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1042 E KERRY LN,3.0,4.0,1715.0,33.66,-112.06,8935.0,1985.0,292268.0,85024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1106 E SHANGRI LA RD,2.0,3.0,1800.0,33.59,-112.06,5873.0,1996.0,336248.0,85020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,3846 W CAMINO ACEQUIA,2.0,0.0,1539.0,33.58,-112.14,9274.0,1972.0,215273.0,85051,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.58,-112.14,1.0,616.0,0.0,1.0,0.0,1.0
29,3339 W ENCANTO BLVD,2.0,0.0,1722.0,33.47,-112.13,8002.0,1946.0,148133.0,85009,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,3010 W POLK ST,1.0,0.0,1078.0,33.45,-112.12,15000.0,1940.0,102929.0,85009,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,4640 E VERNON AVE,2.0,4.0,1874.0,33.47,-111.98,9927.0,1955.0,477021.0,85008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1517 W GARFIELD ST,1.0,0.0,1048.0,33.46,-112.09,6250.0,1920.0,180501.0,85007,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,3305 E WILDWOOD DR,2.0,3.0,1439.0,33.3,-112.01,5166.0,1986.0,291182.0,85048,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,10226 W MINNEZONA AVE,2.33,0.0,1592.0,33.5,-112.28,8651.0,1983.0,213635.0,85037,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2166 W SCULLY DR,3.0,0.0,1520.0,33.63,-112.11,2451.0,2012.0,229282.0,85023,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2809 E FRYE RD,3.0,5.0,4066.0,33.3,-112.02,129765.0,1974.0,899560.0,85048,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1357 W MULBERRY DR,3.0,4.0,2770.0,33.49,-112.09,7688.0,1956.0,411569.0,85013,1,33.487,-112.091,13.0,5.0,1.0,13.0,5.0,33.49,-112.09,1.0,440.0,0.0,1.0,0.0,1.0
38,1819 N 40TH ST,2.0,0.0,832.0,33.47,-111.99,105916.0,1972.0,2584141.0,85008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,21634 N 30TH LN,2.0,3.0,1600.0,33.68,-112.13,6292.0,1997.0,268847.0,85027,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,6301 N 16TH AVE,2.0,0.0,2348.0,33.53,-112.09,16705.0,1954.0,485561.0,85015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,3601 W TIERRA BUENA LN,1.0,1.0,619.0,33.63,-112.14,716.0,1985.0,72807.0,85053,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.63,-112.14,1.0,1510.0,0.0,1.0,0.0,1.0
42,8729 N 39TH DR,2.0,2.0,1135.0,33.56,-112.14,6015.0,1962.0,179621.0,85051,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.56,-112.14,1.0,797.0,0.0,1.0,0.0,1.0
43,6754 W DEVONSHIRE AVE,1.0,2.0,1008.0,33.5,-112.2,868.0,1973.0,80225.0,85033,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,7616 N 34TH AVE,2.0,4.0,2379.0,33.55,-112.13,10711.0,1970.0,255933.0,85051,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,3144 N 52ND PKWY,2.67,0.0,1997.0,33.49,-112.17,8185.0,1956.0,190215.0,85031,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,3902 E DESERT FLOWER LN,3.67,0.0,2380.0,33.33,-112.0,7832.0,1988.0,384186.0,85044,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1218 W SPIRIT DR,5.0,4.0,3304.0,33.86,-112.09,10624.0,2004.0,562744.0,85086,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,4227 N 63RD DR,2.0,3.0,1517.0,33.5,-112.2,8398.0,1960.0,184017.0,85033,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,6543 N 3RD AVE,2.0,2.0,2820.0,33.53,-112.08,7187.0,1962.0,0.0,85013,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.53,-112.08,1.0,845.0,0.0,1.0,0.0,1.0
50,3335 W ASTER DR,2.0,3.0,1492.0,33.6,-112.13,5998.0,1960.0,187389.0,85029,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,-112.13,1.0,599.0,0.0,1.0,0.0,1.0
51,4031 W SUNNYSIDE AVE,2.0,0.0,1771.0,33.59,-112.15,7907.0,1980.0,238359.0,85029,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2534 W DIANA AVE,2.0,0.0,1092.0,33.56,-112.11,6329.0,1958.0,162946.0,85021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.56,-112.11,1.0,195.0,0.0,1.0,0.0,1.0
53,2929 W YORKSHIRE DR,1.0,0.0,658.0,33.66,-112.12,511733.0,1999.0,255582.0,85027,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,14828 N 29TH AVE,2.0,3.0,1225.0,33.62,-112.12,6037.0,1971.0,184394.0,85053,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.62,-112.12,1.0,772.0,0.0,1.0,0.0,1.0
55,14213 S 35TH PL,3.67,0.0,3009.0,33.32,-112.01,15847.0,1991.0,555669.0,85044,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1833 E PALO VERDE DR,2.0,0.0,1677.0,33.52,-112.04,7566.0,1952.0,366231.0,85016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,4111 S 81ST DR,2.0,3.0,1389.0,33.41,-112.23,5519.0,2017.0,200598.0,85043,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,4234 E BRIARWOOD TER,2.0,3.0,1700.0,33.3,-111.99,6168.0,1987.0,282247.0,85048,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,740 W ELM ST,2.0,2.0,929.0,33.51,-112.09,0.0,1984.0,152108.0,85013,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.51,-112.09,2.0,790.0,0.0,1.0,1.0,2.0
60,1131 W TUCKEY LN,3.67,0.0,3061.0,33.53,-112.09,28532.0,1949.0,615809.0,85013,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1427 E OREGON AVE,1.75,5.0,1984.0,33.51,-112.05,13068.0,1954.0,502134.0,85014,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,16430 S 45TH PL,2.67,0.0,1638.0,33.3,-111.99,7196.0,1988.0,280860.0,85048,1,33.296,-111.986,14.0,4.5,1.0,14.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,4132 E FRYE RD,2.5,3.0,1747.0,33.3,-111.99,4526.0,1993.0,295466.0,85048,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,509 W MINNEZONA AVE,1.0,0.0,817.0,33.5,-112.08,6495.0,1946.0,287289.0,85013,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,3011 W ROMA AVE,1.0,0.0,1141.0,33.5,-112.12,6508.0,1954.0,149820.0,85017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,-112.12,2.0,1305.0,0.0,2.0,0.0,2.0
66,8014 W MACKENZIE DR,2.0,5.0,1436.0,33.5,-112.23,8394.0,1983.0,190753.0,85033,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2733 W BOWKER ST,2.0,3.0,1400.0,33.4,-112.12,4950.0,2012.0,201491.0,85041,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,12237 N 21ST AVE,1.5,2.0,999.0,33.6,-112.1,644.0,1985.0,106336.0,85029,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,-112.1,1.0,1011.0,0.0,1.0,0.0,1.0
69,5702 N 19TH DR,2.0,4.0,1836.0,33.52,-112.1,7553.0,1957.0,223010.0,85015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,5146 E OAK ST,2.0,2.0,810.0,33.47,-111.97,906.0,1983.0,121616.0,85008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,4242 N 47TH DR,2.0,0.0,1117.0,33.5,-112.16,7174.0,1954.0,167361.0,85031,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2424 E CHERYL DR,3.0,4.0,2285.0,33.58,-112.03,10194.0,1973.0,471694.0,85028,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,7226 W SUNDERLAND AVE,2.0,4.0,1896.0,33.49,-112.22,7148.0,2003.0,211576.0,85033,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,4137 W FLOWER ST,2.0,0.0,1052.0,33.49,-112.15,6024.0,1961.0,154022.0,85019,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,1455 E MOBILE LN,2.67,0.0,1580.0,33.4,-112.05,3364.0,2004.0,186576.0,85040,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,3843 W CALAVAR RD,2.0,0.0,1999.0,33.61,-112.14,8650.0,1978.0,241550.0,85053,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.61,-112.14,1.0,500.0,0.0,1.0,0.0,1.0
77,4054 E ST JOHNS RD,2.67,0.0,1640.0,33.65,-111.99,4969.0,2004.0,305222.0,85032,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,4028 S 44TH WY,1.67,0.0,927.0,33.41,-111.98,814.0,1979.0,72932.0,85040,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,1928 W NANCY LN,2.0,4.0,1781.0,33.39,-112.1,6962.0,2004.0,220614.0,85041,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,3815 W MESCAL ST,2.0,0.0,1931.0,33.59,-112.14,10953.0,1969.0,242283.0,85029,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.59,-112.14,1.0,474.0,0.0,1.0,0.0,1.0
81,1006 W TONOPAH DR,2.0,3.0,1548.0,33.67,-112.09,7075.0,1984.0,245122.0,85027,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,16635 N CAVE CREEK RD,2.0,2.0,1134.0,33.64,-112.03,43560.0,1984.0,114482.0,85032,1,33.638,-112.031,16.0,8.5,2.0,8.0,4.25,33.64,-112.03,1.0,113.0,0.0,0.0,1.0,1.0
83,7853 S 4TH AVE,2.0,4.0,1846.0,33.37,-112.08,4949.0,2005.0,218275.0,85041,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,6511 N 12TH PL,2.0,0.0,1572.0,33.53,-112.06,2500.0,1973.0,270864.0,85014,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.53,-112.06,2.0,1580.0,0.0,2.0,0.0,2.0
85,20634 N 32ND DR,2.0,0.0,1098.0,33.67,-112.13,5766.0,1986.0,206607.0,85027,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,2959 N 53RD PKWY,2.0,4.0,1636.0,33.48,-112.17,8276.0,1959.0,178603.0,85031,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,1237 E WICKIEUP LN,2.0,0.0,1398.0,33.66,-112.06,7974.0,1984.0,249032.0,85024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,4533 E DESERT TRUMPET RD,3.0,5.0,3307.0,33.31,-111.98,8612.0,1994.0,450500.0,85044,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,2010 W BLAYLOCK DR,4.0,5.0,3216.0,33.73,-112.1,8750.0,2006.0,438612.0,85085,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2221 E CLARENDON AVE,2.0,3.0,1615.0,33.49,-112.03,304920.0,1950.0,391051.0,85016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,3519 W TUCKEY LN,2.0,0.0,1416.0,33.53,-112.14,6817.0,1959.0,178209.0,85019,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.53,-112.14,3.0,1755.0,0.0,2.0,1.0,3.0
92,7418 W ELWOOD ST,2.0,3.0,1536.0,33.41,-112.22,5349.0,2000.0,210476.0,85043,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,23019 N 25TH PL,2.67,0.0,1720.0,33.7,-112.03,5760.0,1997.0,319095.0,85024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,17811 N 4TH PL,0.0,0.0,0.0,33.65,-112.07,6840.0,1983.0,134112.0,85022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.65,-112.07,1.0,712.0,0.0,1.0,0.0,1.0
95,5615 N 39TH AVE,2.0,3.0,1113.0,33.52,-112.14,43560.0,1957.0,180546.0,85019,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.52,-112.14,2.0,2085.0,0.0,2.0,0.0,2.0
96,7028 W ALMERIA RD,2.0,3.0,1641.0,33.47,-112.21,8873.0,1976.0,196514.0,85035,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,15617 N 47TH ST,3.33,0.0,2020.0,33.63,-111.98,2652.0,2014.0,380473.0,85032,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,802 E TOWNLEY AVE,0.0,0.0,3072.0,33.57,-112.06,6970.0,1999.0,368911.0,85020,1,33.566,-112.063,5.0,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,8727 W MONTECITO AVE,1.5,0.0,984.0,33.5,-112.25,6342.0,1972.0,187157.0,85037,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1105 N 32ND AVE,2.67,0.0,1406.0,33.46,-112.13,18095.0,1955.0,158781.0,85009,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,15447 S 5TH ST,4.0,0.0,3089.0,33.31,-112.07,9048.0,1990.0,548167.0,85048,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,3531 W BEVERLY LN,2.0,0.0,2041.0,33.63,-112.14,10661.0,1980.0,254929.0,85053,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.63,-112.14,1.0,1510.0,0.0,1.0,0.0,1.0
103,111 W ILLINI ST,2.0,0.0,1627.0,33.41,-112.08,7876.0,1953.0,176823.0,85041,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,2909 S 74TH DR,2.0,3.0,1525.0,33.42,-112.22,43560.0,2006.0,216257.0,85043,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,2929 N 52ND DR,2.0,3.0,1380.0,33.48,-112.17,6830.0,1958.0,177953.0,85031,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,2620 N 46TH ST,0.0,0.0,3657.0,33.48,-111.98,11400.0,1964.0,506382.0,85008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,2005 E GLENN DR,3.0,0.0,2338.0,33.54,-112.04,12101.0,1996.0,531083.0,85020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.54,-112.04,3.0,1246.0,1.0,1.0,1.0,3.0
108,1529 W EARLL DR,1.0,0.0,1352.0,33.48,-112.09,12515.0,1941.0,298246.0,85015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,3250 W GREENWAY RD,2.0,2.0,1225.0,33.63,-112.13,109622.0,2005.0,0.0,85053,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,602 E PIPING ROCK RD,2.0,3.0,1340.0,33.62,-112.07,435600.0,1977.0,291366.0,85022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,1910 E MEDLOCK DR,2.33,0.0,2537.0,33.51,-112.04,935.0,1963.0,468650.0,85016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,130 W MARYLAND AVE,2.5,2.0,1445.0,33.53,-112.08,823.0,1984.0,231009.0,85013,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.53,-112.08,1.0,845.0,0.0,1.0,0.0,1.0
113,5615 S 3RD ST,1.0,2.0,1048.0,33.4,-112.07,14326.0,1930.0,173755.0,85040,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,1641 N 51ST ST,2.0,0.0,948.0,33.47,-111.97,30263.0,1947.0,316352.0,85008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,7241 W WOOD ST,4.33,0.0,2881.0,33.41,-112.22,6967.0,2014.0,285765.0,85043,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,2132 W GLENROSA AVE,2.0,3.0,1080.0,33.5,-112.11,596.0,1975.0,93377.0,85015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,3838 W VISTA AVE,1.0,3.0,950.0,33.55,-112.14,7697.0,1964.0,142726.0,85051,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.55,-112.14,2.0,1722.0,0.0,2.0,0.0,2.0
