,Address,Bathrooms,Bedrooms,Home Size,Lat,Lon,Property Size,Year Built,Zestimate,Zipcode,count_zillow,latitude,longitude,review_count,stars,count_yelp,avg_review,avg_stars,lat,lon,count_school,enrollment,private_school,public_school,charter_school,total_school
6371,16611 S 38TH WY,3.67,0.0,2489.0,33.3,-112.0,8368.0,1987.0,387735.0,85048,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6372,1429 S 14TH AVE,2.0,4.0,1151.0,33.43,-112.09,6332.0,2003.0,177190.0,85007,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6373,34016 N 29TH DR,3.0,3.0,2606.0,33.79,-112.12,8832.0,2016.0,452647.0,85085,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6374,2622 E JESSICA LN,3.0,4.0,1806.0,33.39,-112.02,5700.0,2004.0,245071.0,85040,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6375,3531 E HARTFORD AVE,2.0,0.0,1392.0,33.64,-112.0,7552.0,1976.0,236443.0,85032,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6376,8314 N 27TH AVE,1.67,0.0,1125.0,33.56,-112.12,7492.0,1951.0,167719.0,85051,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6377,6401 N 11TH DR,3.0,5.0,3251.0,33.53,-112.09,5853.0,2000.0,506707.0,85013,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6378,1703 W CARTER RD,2.0,0.0,1296.0,33.38,-112.09,7092.0,1971.0,173544.0,85041,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6379,18231 N 8TH PL,2.33,0.0,1234.0,33.65,-112.06,4162.0,1992.0,229689.0,85022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6380,8124 W ELM ST,2.0,3.0,1336.0,33.51,-112.23,6708.0,1979.0,183061.0,85033,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6381,1327 N 42ND AVE,2.0,0.0,1091.0,33.46,-112.15,13930.0,1981.0,175738.0,85009,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6382,3403 E LAVEY LN,2.67,0.0,1644.0,33.64,-112.01,5320.0,1992.0,291166.0,85032,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6383,1225 N 36TH ST,3.0,3.0,1600.0,33.46,-112.0,556221.0,2006.0,257263.0,85008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6384,1714 S 31ST AVE,0.0,0.0,1152.0,33.43,-112.13,10720.0,1958.0,160534.0,85009,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6385,5840 W FLOWER ST,1.67,0.0,1020.0,33.49,-112.19,6042.0,1960.0,139728.0,85031,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6386,1829 E WINCHCOMB DR,3.0,0.0,2019.0,33.62,-112.04,7975.0,1986.0,330933.0,85022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6387,3932 W NORTHVIEW AVE,2.0,0.0,1440.0,33.54,-112.14,9548.0,1961.0,195901.0,85051,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.54,-112.14,1.0,392.0,0.0,0.0,1.0,1.0
6388,5153 W QUAIL TRACK DR,2.0,3.0,2020.0,33.73,-112.17,6174.0,2012.0,356766.0,85083,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6389,2519 W AMBER SUN DR,2.0,3.0,1514.0,33.79,-112.11,43560.0,2004.0,276348.0,85085,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6390,2025 W SAN MIGUEL AVE,2.0,0.0,1938.0,33.52,-112.1,7396.0,1953.0,220029.0,85015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6391,1739 E SALTSAGE DR,2.5,3.0,2667.0,33.3,-112.04,9657.0,1991.0,483319.0,85048,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6392,14034 S 24TH WY,3.67,0.0,2896.0,33.32,-112.03,15329.0,1988.0,635047.0,85048,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6393,110 W MISSOURI AVE,2.0,2.0,1552.0,33.52,-112.08,1751.0,1965.0,304091.0,85013,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.52,-112.08,1.0,28.0,1.0,0.0,0.0,1.0
6394,4808 N 79TH DR,1.0,2.0,1120.0,33.51,-112.23,6530.0,1978.0,170928.0,85033,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6395,1420 S 10TH AVE,1.0,0.0,970.0,33.43,-112.09,6007.0,1940.0,64974.0,85007,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6396,23035 N 22ND WY,2.67,0.0,2021.0,33.7,-112.03,5536.0,1998.0,362023.0,85024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6397,4322 N 34TH DR,2.0,0.0,1680.0,33.5,-112.13,6608.0,1954.0,144783.0,85017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,-112.13,2.0,1325.0,1.0,1.0,0.0,2.0
6398,18640 N 12TH AVE,2.0,0.0,1312.0,33.66,-112.09,7872.0,1977.0,220233.0,85027,1,33.656,-112.087,6.0,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6399,1426 E GROVERS AVE,2.5,2.0,1350.0,33.65,-112.05,19896.0,2000.0,188424.0,85022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6400,1908 S 82ND AVE,2.0,0.0,1834.0,33.43,-112.24,8270.0,2002.0,227305.0,85043,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6401,2007 W BRANHAM LN,3.0,5.0,2765.0,33.38,-112.1,10214.0,2004.0,287685.0,85041,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6402,4907 W VIRGINIA AVE,2.0,3.0,1080.0,33.48,-112.17,6969.0,1973.0,172660.0,85035,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6403,4135 W HEARN RD,2.0,0.0,1570.0,33.62,-112.15,8142.0,1973.0,237321.0,85053,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6404,4139 W POINSETTIA DR,2.0,0.0,1572.0,33.59,-112.15,7606.0,1974.0,232950.0,85029,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6405,4706 W INDIANOLA AVE,2.0,5.0,1900.0,33.49,-112.16,6629.0,1956.0,182168.0,85031,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6406,7218 W MONTECITO AVE,2.0,0.0,1216.0,33.5,-112.22,6020.0,1970.0,165945.0,85033,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6407,2626 E LIBBY ST,2.0,3.0,1344.0,33.65,-112.03,7235.0,1980.0,215621.0,85032,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6408,8539 N 32ND DR,1.75,3.0,1100.0,33.56,-112.13,6621.0,1971.0,160050.0,85051,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.56,-112.13,2.0,886.0,0.0,1.0,1.0,2.0
6409,319 E DEEPDALE RD,2.67,0.0,2543.0,33.62,-112.07,16364.0,1974.0,427757.0,85022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6410,1028 W TAYLOR ST,1.0,1.0,696.0,33.45,-112.09,5140.0,1920.0,0.0,85007,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6411,3307 N 87TH AVE,2.0,3.0,1119.0,33.49,-112.25,6098.0,1982.0,172926.0,85037,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6412,2927 N 48TH PL,3.33,0.0,2187.0,33.48,-111.98,3936.0,2002.0,414939.0,85018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6413,8445 S 7TH ST,1.8,3.0,1474.0,33.37,-112.07,8255.0,2000.0,206727.0,85042,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6414,3314 E MUIRWOOD DR,2.0,3.0,1538.0,33.3,-112.01,4948.0,1995.0,291156.0,85048,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6415,3222 W CLINTON ST,2.0,3.0,1250.0,33.58,-112.13,6599.0,1971.0,190874.0,85029,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.58,-112.13,2.0,390.0,2.0,0.0,0.0,2.0
6416,39631 N BELFAIR WY,3.67,0.0,3275.0,33.84,-112.11,8524.0,2004.0,382843.0,85086,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6417,4028 W HADLEY ST,1.0,1.0,636.0,33.44,-112.15,6939.0,1941.0,98840.0,85009,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6418,4510 E PUEBLO AVE,1.0,0.0,1008.0,33.41,-111.98,962.0,1973.0,66349.0,85040,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6419,18437 N 2ND DR,2.33,0.0,1513.0,33.65,-112.08,13249.0,1984.0,264844.0,85023,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6420,7220 S 13TH ST,2.67,0.0,1655.0,33.38,-112.05,4320.0,2009.0,204539.0,85042,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6421,1538 W WELDON AVE,2.0,0.0,1935.0,33.49,-112.09,11866.0,1951.0,357067.0,85015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.49,-112.09,1.0,440.0,0.0,1.0,0.0,1.0
6422,114 N COUNTRY CLUB DR,4.25,3.0,4015.0,33.48,-112.06,31720.0,1949.0,1209156.0,85014,1,33.485,-112.065,17.0,8.5,2.0,8.5,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6423,1913 E BECK LN,2.0,3.0,2441.0,33.63,-112.04,11194.0,1995.0,406581.0,85022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6424,18637 N 5TH DR,2.0,0.0,1249.0,33.66,-112.08,3780.0,1999.0,227915.0,85027,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6425,8402 W AVALON DR,2.33,0.0,1108.0,33.48,-112.24,7145.0,2002.0,184990.0,85037,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6426,424 N 29TH ST,2.0,0.0,1148.0,33.45,-112.02,6251.0,1957.0,172033.0,85008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6427,3444 E WICKIEUP LN,2.0,3.0,1325.0,33.66,-112.01,6572.0,1990.0,282959.0,85050,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6428,3830 E LAKEWOOD PKWY,2.0,2.0,997.0,33.3,-112.0,871.0,1995.0,0.0,85048,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6429,2951 W ACOMA DR,2.0,0.0,1814.0,33.62,-112.12,9216.0,1976.0,234287.0,85053,1,33.617,-112.122,3.0,5.0,1.0,3.0,5.0,33.62,-112.12,1.0,772.0,0.0,1.0,0.0,1.0
6430,4537 E LE MARCHE AVE,2.67,0.0,2657.0,33.63,-111.98,11449.0,1986.0,468912.0,85032,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6431,1611 S 28TH AVE,1.0,0.0,806.0,33.43,-112.12,6000.0,1948.0,73501.0,85009,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6432,2318 W MADISON ST,2.0,0.0,1553.0,33.45,-112.11,7018.0,2003.0,187444.0,85009,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6433,1928 E ROSE LN,2.0,3.0,1972.0,33.53,-112.04,20155.0,1958.0,584084.0,85016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.53,-112.04,2.0,51.0,2.0,0.0,0.0,2.0
6434,3014 W MARIPOSA ST,1.0,0.0,896.0,33.51,-112.12,7009.0,1954.0,125158.0,85017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6435,130 W BLUEFIELD AVE,2.0,3.0,1367.0,33.65,-112.08,7221.0,1983.0,232875.0,85023,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6436,609 E MYRTLE AVE,2.0,4.0,2551.0,33.54,-112.07,6359.0,1980.0,410467.0,85020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6437,38610 N 21ST DR,2.33,0.0,1866.0,33.84,-112.11,56696.0,2003.0,409740.0,85086,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6438,2150 W ALAMEDA RD,3.0,4.0,1675.0,33.71,-112.11,2408.0,2008.0,0.0,85085,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6439,17017 N 12TH ST,1.0,2.0,972.0,33.64,-112.06,448235.0,1996.0,0.0,85022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.64,-112.06,1.0,105.0,0.0,0.0,1.0,1.0
6440,312 W WILSHIRE DR,2.0,0.0,1495.0,33.48,-112.08,7273.0,1938.0,470417.0,85003,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6441,4001 W EL CAMINO DR,2.0,3.0,1323.0,33.56,-112.14,7017.0,1964.0,184753.0,85051,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.56,-112.14,1.0,797.0,0.0,1.0,0.0,1.0
6442,5426 E AVALON DR,2.0,0.0,1421.0,33.48,-111.96,8076.0,1955.0,528708.0,85018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6443,8824 N 8TH ST,2.0,2.0,902.0,33.56,-112.06,844.0,1981.0,111002.0,85020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6444,4705 N 91ST DR,2.0,0.0,1974.0,33.51,-112.26,7644.0,2001.0,240376.0,85037,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6445,2212 W KELLER CT,3.67,0.0,3484.0,33.85,-112.11,15476.0,2003.0,558372.0,85086,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6446,3301 W PURDUE AVE,2.0,0.0,1723.0,33.57,-112.13,8921.0,1970.0,222078.0,85051,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.57,-112.13,3.0,2017.0,0.0,1.0,2.0,3.0
6447,12609 N 19TH PL,0.0,0.0,0.0,33.6,-112.04,2890.0,1986.0,0.0,85022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6448,2709 E DRY WOOD RD,2.5,5.0,2635.0,33.71,-112.02,7283.0,2008.0,405024.0,85024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6449,812 W LYDIA LN,2.0,3.0,1349.0,33.39,-112.08,4296.0,2004.0,193466.0,85041,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6450,2621 W HAZELWOOD ST,1.67,0.0,896.0,33.5,-112.12,1856.0,1980.0,71460.0,85017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,-112.12,2.0,1305.0,0.0,2.0,0.0,2.0
6451,3344 W MARCO POLO RD,1.0,0.0,936.0,33.67,-112.13,8641.0,1979.0,180465.0,85027,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6452,14815 N 28TH PL,2.0,3.0,2281.0,33.62,-112.02,9608.0,1978.0,357586.0,85032,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.62,-112.02,1.0,518.0,0.0,1.0,0.0,1.0
6453,2561 W AVALON DR,1.0,0.0,1080.0,33.48,-112.11,6233.0,1950.0,134319.0,85017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6454,17616 N 2ND PL,2.0,3.0,2166.0,33.65,-112.07,10105.0,1980.0,315295.0,85022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.65,-112.07,1.0,712.0,0.0,1.0,0.0,1.0
6455,3544 W TWAIN DR,2.5,4.0,2140.0,33.85,-112.14,4950.0,2000.0,284347.0,85086,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6456,2002 N 28TH ST,1.0,2.0,912.0,33.47,-112.02,8054.0,1950.0,225162.0,85008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6457,14435 N 6TH ST,1.75,3.0,1968.0,33.62,-112.07,10593.0,1971.0,388645.0,85022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6458,4614 E PIERCE ST,2.0,0.0,1355.0,33.46,-111.98,6621.0,1955.0,179844.0,85008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6459,3107 W TINA LN,2.0,3.0,1562.0,33.69,-112.13,7100.0,2007.0,265013.0,85027,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6460,6012 S 25TH DR,2.0,0.0,1316.0,33.39,-112.11,7425.0,2005.0,208361.0,85041,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6461,4030 E ALTADENA AVE,3.33,0.0,1796.0,33.59,-111.99,4357.0,1990.0,361715.0,85028,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6462,4420 N 28TH ST,1.0,2.0,1100.0,33.5,-112.02,23104.0,1962.0,629140.0,85016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6463,2209 W OSBORN RD,2.0,3.0,1522.0,33.49,-112.11,7457.0,1954.0,272659.0,85015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6464,15802 S 6TH DR,2.0,4.0,2361.0,33.3,-112.08,9487.0,1994.0,405024.0,85045,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6465,1514 E TARO LN,2.67,0.0,1464.0,33.66,-112.05,13186.0,1985.0,275573.0,85024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6466,3617 W SHERMAN ST,1.0,0.0,1998.0,33.44,-112.14,9500.0,1989.0,192278.0,85009,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6467,41509 N LAUREL VALLEY WY,4.0,5.0,2892.0,33.86,-112.1,9477.0,2002.0,410219.0,85086,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6468,2110 W CAROL ANN WY,2.33,0.0,1539.0,33.63,-112.1,10540.0,1998.0,254413.0,85023,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6469,2523 E TARO LN,2.0,3.0,1476.0,33.66,-112.03,6128.0,1995.0,284545.0,85050,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6470,713 S 1ST ST,1.0,0.0,1344.0,33.44,-112.07,7564.0,1936.0,141445.0,85004,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6471,3744 W AUGUSTA AVE,2.0,3.0,1423.0,33.55,-112.14,10075.0,1962.0,198626.0,85051,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.55,-112.14,2.0,1722.0,0.0,2.0,0.0,2.0
6472,3547 W AIRE LIBRE AVE,2.0,3.0,1593.0,33.64,-112.14,8485.0,1983.0,253921.0,85053,1,33.636,-112.136,5.0,2.5,1.0,5.0,2.5,33.64,-112.14,1.0,102.0,0.0,0.0,1.0,1.0
6473,17627 N 1ST PL,2.0,3.0,2126.0,33.65,-112.07,9289.0,1980.0,311759.0,85022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.65,-112.07,1.0,712.0,0.0,1.0,0.0,1.0
6474,10815 W MONTECITO AVE,1.0,3.0,1089.0,33.5,-112.29,6996.0,1986.0,165998.0,85037,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6475,3335 W ROSEWOOD AVE,2.0,0.0,1200.0,33.6,-112.13,6880.0,1961.0,179924.0,85029,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,-112.13,1.0,599.0,0.0,1.0,0.0,1.0
6476,12428 S SUKI CT,2.0,2.0,1287.0,33.33,-112.0,6133.0,1986.0,255698.0,85044,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6477,5851 W MINNEZONA AVE,2.0,0.0,1692.0,33.5,-112.19,12027.0,1957.0,184065.0,85031,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6478,1647 E FRANCISCO DR,2.0,4.0,1920.0,33.37,-112.05,7596.0,2000.0,255292.0,85042,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6479,1810 N 85TH AVE,2.0,3.0,1679.0,33.47,-112.24,7823.0,1998.0,209796.0,85037,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6480,6429 S 8TH PL,4.0,4.0,3045.0,33.39,-112.06,11326.0,1941.0,340835.0,85042,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6481,4616 N 49TH AVE,2.0,0.0,1414.0,33.51,-112.17,6443.0,1954.0,180289.0,85031,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6482,3219 W JOAN DE ARC AVE,2.0,0.0,1610.0,33.61,-112.13,7843.0,1961.0,220659.0,85029,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6483,4766 E NAVAJO ST,2.0,2.0,1081.0,33.34,-111.98,6002.0,1983.0,223675.0,85044,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6484,8749 W CLARENDON AVE,2.0,3.0,1394.0,33.49,-112.25,7353.0,1980.0,193279.0,85037,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6485,35611 N 14TH ST,4.0,0.0,5395.0,33.81,-112.05,203336.0,1974.0,927601.0,85086,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6486,6611 S 5TH AVE,1.0,4.0,804.0,33.39,-112.08,7579.0,1948.0,136695.0,85041,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6487,8016 W WHITTON AVE,1.0,0.0,980.0,33.49,-112.23,7610.0,1961.0,144436.0,85033,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6488,16201 N 35TH PL,0.0,0.0,0.0,33.63,-112.01,7169.0,1979.0,140656.0,85032,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
